date,group,Class,ClassID,title,URL
April 6 2021,Rethinking Supply Chains,Fintech,0,Samsung’s experience highlights the threat of becoming caught between superpowers,https://www.ft.com/content/c8644714-2bc0-4dad-80ec-5c0282aea76e
April 6 2021,Corporation tax,Fintech,0,"Any agreement should include taxing tech giants’ global profits, say European countries",https://www.ft.com/content/35ce8c9d-d28a-49ad-b278-e7c49e06d7f9
April 6 2021,The editorial board,Fintech,0,IMF says stimulus has limited medium-term impact in rich countries,https://www.ft.com/content/9a49be03-deab-460f-809c-ebe4eaa32b1d
April 6 2021,Robin Harding,Fintech,0,"The idea has won support, especially in New Zealand, but there are better ways to make housing more affordable",https://www.ft.com/content/03348778-ec31-4120-a68e-098eea760440
April 6 2021,Coronavirus economic impact,Fintech,0,"Success in managing fallout will not be replicated in emerging economies, fund forecasts",https://www.ft.com/content/b3d04ff2-89f9-457c-806a-8618c8516580
April 6 2021,Trade Secrets,Fintech,0,Multinationals have long been caught short on understanding markets in the region,https://www.ft.com/content/57fae2d6-6064-473c-9836-37c35555e44b
April 6 2021,FirstFT,Fintech,0,Your daily news briefing,https://www.ft.com/content/29b9b3f4-65c3-4f5b-91f9-24874c3f4a30
April 6 2021,European banks,Fintech,0,Exposure to own countries’ sovereign debt reawakens concern over faultline in Europe’s monetary union,https://www.ft.com/content/fde7833a-8283-45b8-97ae-9104e1c974cd
April 6 2021,Colby Smith,Fintech,0,Central bank unlikely to wade deeper into unconventional waters of support,https://www.ft.com/content/536bf6d9-722d-46be-b490-71e63988176c
April 5 2021,The editorial board,Fintech,0,Climate is a risk to financial stability; more radical measures need democratic approval,https://www.ft.com/content/1cbbb6d5-1676-43dd-a1cb-232f92ebb876
April 5 2021,Gideon Rachman,Fintech,0,Some of the world’s most important political institutions reflect antiquated structures of power,https://www.ft.com/content/d99b84e4-0bf2-47c1-9270-c82aecd0e8dd
April 5 2021,Turkish economy,Fintech,0,Rising prices add to pressure on central bank to keep interest rates high,https://www.ft.com/content/42493379-ac35-4125-8d06-6f279265f586
April 5 2021,Greensill Capital,Fintech,0,The collapse of Greensill Capital has put the spotlight on a form of financing that dates back to Bronze Age Mesopotamia,https://www.ft.com/content/8ca7b05d-f1a8-4ddd-8fda-3383f11e5143
April 5 2021,Mark Lowcock,Fintech,0,Countries risk a ‘dangerous divergence’ in economic fortune unless more is done to help,https://www.ft.com/content/5e6a02e2-c3e4-4fd6-aa08-910bf3186f5b
April 5 2021,Coronavirus economic impact,Fintech,0,"Nations with fresh infections and slower vaccination face weaker recovery, research suggests",https://www.ft.com/content/af5f24e8-d22a-443d-94c1-ec405301000e
April 5 2021,Coronavirus economic impact,Fintech,0,What are special drawing rights and how could they help indebted nations?,https://www.ft.com/content/50bbaa46-2b30-4d35-bb36-804bc82b068f
April 4 2021,FirstFT,Fintech,0,Your daily news briefing,https://www.ft.com/content/85ee14d6-769c-4a68-8da6-2687825fcc26
April 4 2021,Coronavirus economic impact,Fintech,0,"Ahead of key G20 meeting, Ignazio Visco says uneven pace of vaccination poses risks",https://www.ft.com/content/1c387b1e-2310-47df-a57d-8e904f94f2a7
April 4 2021,Raghuram Rajan,Fintech,0,Useful infrastructure investment makes better sense than badly designed handouts,https://www.ft.com/content/4121badd-9e89-41c1-9863-dccbfbb69baa
April 4 2021,Akinwumi Adesina,Fintech,0,Access to adequate food for all must be a priority in the continent’s fight against the pandemic,https://www.ft.com/content/d739be91-579e-4ecd-ad84-4f0161a8d1b3
April 4 2021,European Central Bank,Fintech,0,"Central bank’s rule change has benefited carbon emitters, campaign group says",https://www.ft.com/content/4d10f362-40f9-494c-9cef-0b4be49db165
April 2 2021,Global trade,Fintech,0,Operators seek to minimise supply chain disruption caused by six-day blockage,https://www.ft.com/content/a7ceaab2-65b8-4a7d-a71f-e047371144bb
April 2 2021,US employment,Fintech,0,Unemployment rate falls to 6% amid optimism over fight against pandemic,https://www.ft.com/content/149b7b70-1fec-4496-8ef6-8d6304043a9b
April 2 2021,US politics & policy,Fintech,0,Corporate lobbyists welcome infrastructure spending but want other ways to pay for it,https://www.ft.com/content/49290545-99c7-47f0-ad19-4673ad762002
April 2 2021,FirstFT,Fintech,0,Your daily news briefing,https://www.ft.com/content/b1c34ff8-ea72-4e69-bd89-08c67bce857d
April 2 2021,Tim Harford,Fintech,0,"‘Without diminishing its terrible health and economic costs, there are also reasons to be cheerful’",https://www.ft.com/content/97ade001-8df2-41af-bef2-c28507293cc2
April 1 2021,US Treasury bonds,Fintech,0,Investors brace for ‘bumpy’ ride as stimulus programmes boost economic outlook,https://www.ft.com/content/c7107a3b-483d-4c6f-80c1-1f555ac38a97
April 1 2021,Chris Giles,Fintech,0,BoE governor dismisses tiers of interest on reserves but has considered such a system amid negative rates,https://www.ft.com/content/ff3bb061-a8bf-4a4b-9f45-a046a55d3e50
April 1 2021,FirstFT,Fintech,0,Your daily news briefing,https://www.ft.com/content/2ccdadcf-3c41-4d7d-8a4e-cfd2153c1818
April 1 2021,Trade Secrets,Fintech,0,Critics say bilateral agreement could undermine bargaining power of regional blocs,https://www.ft.com/content/3696f115-9be2-4e0d-9777-c051d7f274ac
April 1 2021,Japanese economy,Fintech,0,"Tankan index for big manufacturers beats expectations, offering hope of economic uptick",https://www.ft.com/content/8dc75fbe-faf4-4bdc-b96f-20417ea2f0a7
March 31 2021,Climate change,Fintech,0,Energy minister demands EU and China adopt ‘negative emission’ targets,https://www.ft.com/content/b45113f8-5b5b-4f3e-a450-0a2b100595f6
March 31 2021,Emerging markets,Fintech,0,Researchers expose stringent clauses which give Chinese lenders priority over other creditors,https://www.ft.com/content/7e98795f-159b-4455-903e-6e21c345d4a9
March 31 2021,FirstFT,Fintech,0,Your daily news briefing,https://www.ft.com/content/c1db332a-b960-47a1-a08e-c6a2991d48ef
March 31 2021,Eurozone inflation,Fintech,0,ECB president Christine Lagarde plays down likelihood of sustained rise in prices,https://www.ft.com/content/8392656e-8362-4f27-b6c8-394b28a4c16f
March 31 2021,Trade Secrets,Fintech,0,Clampdown on military junta makes clear Trade Representative will respond to rights abuses,https://www.ft.com/content/b7bacdab-026f-45b8-a3f8-10b34df44190
March 31 2021,UK GDP,Fintech,0,Economists forecast the stored cash will be an important driver of recovery in second quarter,https://www.ft.com/content/1660c16d-a334-4334-8285-18c8d5842910
March 31 2021,,Fintech,0,Chef exposures; Wages; Canoo,https://www.ft.com/content/66a6c664-6e58-4d6c-8522-6b444b137b09
March 31 2021,Renminbi,Fintech,0,Investors fear country’s post-Covid economic bounce will prompt withdrawal of stimulus,https://www.ft.com/content/8fee5f44-0259-4fec-bb40-5dea8cc5064d
March 30 2021,New Zealand,Fintech,0,"Coronavirus pandemic has forced shift in approach to trade, says foreign minister",https://www.ft.com/content/4de31f86-540f-4280-ab37-166428539eb2
March 30 2021,Global trade,Fintech,0,International trade secretary Liz Truss urges G7 to work to revive WTO,https://www.ft.com/content/5775b176-aff3-4d34-bea4-1566e11b315e
March 30 2021,Martin Sandbu,Fintech,0,Joe Biden’s resistance to Europe’s plan for import tariffs should not block the green policy,https://www.ft.com/content/79350df5-0704-47a1-a691-39a484ea80aa
March 30 2021,Coronavirus economic impact,Fintech,0,Georgieva says global recovery and rising rates will draw capital from vulnerable countries,https://www.ft.com/content/487c30f4-7f21-4787-b519-dde52264d141
March 30 2021,George Magnus,Fintech,0,Beijing is applying pressure but corporate governance demands are rising at home,https://www.ft.com/content/d3806cc5-8233-4488-95ca-f35c502f5cbb
March 30 2021,Stephany Griffith-Jones,Fintech,0,EU states must not miss the once-in-a-lifetime opportunity to build for a sustainable future,https://www.ft.com/content/07f45f77-fbfd-4794-afd3-7b28274a007b
March 30 2021,FirstFT,Fintech,0,Your daily news briefing,https://www.ft.com/content/16490388-88df-4e67-bf55-58bca9401432
March 30 2021,Foxconn Technology Group,Fintech,0,Apple supplier’s admission suggests leading tech brands are feeling the squeeze,https://www.ft.com/content/e1fcca5f-5937-4711-ac95-d690ce536e2d
March 30 2021,Trade Secrets,Fintech,0,Ever Given is finally unstuck but incident is likely to have repercussions for megaships,https://www.ft.com/content/242fed4a-8ac8-4daa-a411-ad9380457c62
March 30 2021,Nastassia Astrasheuskaya,Fintech,0,Moscow is busy highlighting the northern sea route and Nordstream as alternatives for world trade,https://www.ft.com/content/47b4cca2-b673-4763-95b4-555bd03a948a
March 30 2021,FT News Briefing podcast,Fintech,0,The Biden administration will make it easier for US diplomats to meet with Taiwanese officials,https://www.ft.com/content/776f7e5a-f9af-4029-bc59-f8ae4b5c61ca
March 29 2021,Kana Inagaki,Fintech,0,Japanese national champion in semiconductors looks to become bigger and more international,https://www.ft.com/content/c583fe71-4556-4ef9-9367-a175a2033767
March 29 2021,Shipping,Fintech,0,Ever Given moving again with traffic along key waterway getting under way on Monday evening,https://www.ft.com/content/7afcdae6-b116-424f-bd1c-08e6bbdf6b77
March 29 2021,UK trade,Fintech,0,Truss calls for Washington to join global efforts to find fair way to tax tech companies,https://www.ft.com/content/092c2fb0-f186-45bd-8fbe-1632ae629726
March 29 2021,The Road to Recovery,Fintech,0,Lifting of lockdown continues but many countries suffer setbacks from new infections,https://www.ft.com/content/a7bfaf6d-2b28-4fb0-b942-84fd8caf9df5
March 29 2021,Gideon Rachman,Fintech,0,US-led western alliance is once again squaring up to Russia and China,https://www.ft.com/content/b724fbb0-6c62-4175-85c9-b17ac98dde7d
March 29 2021,FirstFT,Fintech,0,Your daily news briefing,https://www.ft.com/content/fbb1655c-6c5d-4e01-81d6-a87a0e374830
March 29 2021,Trade Secrets,Fintech,0,Beijing has shown huge recklessness about whether CAI gets passed,https://www.ft.com/content/f4ccafc4-9759-429f-af65-c8e6c075174b
March 29 2021,Paschal Donohoe,Fintech,0,Unprecedented measures in Europe have contained the impact on jobs,https://www.ft.com/content/93d6d804-af00-4d6c-9d5a-3e4f1607b142
March 29 2021,FT Swamp Notes,Fintech,0,Officials are facing a challenge from China which is racing ahead of America in many areas of fintech,https://www.ft.com/content/7f899d65-b737-4a3e-b458-63b9a5f8b140
March 29 2021,Europe Express,Fintech,0,Macron floats idea of EU recovery fund boost amid fears of slower economic rebound,https://www.ft.com/content/c086307e-4ad6-482a-ac45-9722270ea2a4
March 29 2021,,Fintech,0,"‘Illusion’ of stability hides unsustainable borrowing and rising poverty, says Guterres",https://www.ft.com/content/abcd97d3-fb65-47e5-973a-598514f1fd5a
March 29 2021,Andrew Parlin,Fintech,0,Fed chair Jay Powell’s approach to the risk of inflation after huge stimulus is flawed,https://www.ft.com/content/835efc35-3688-4795-ada1-ecb566a3aa9d
March 29 2021,Supply chains,Fintech,0,Soren Skou points to a move away from just-in-time sourcing model,https://www.ft.com/content/e9452046-e88e-459a-9c54-341c85f3cb0d
March 29 2021,US Inflation,Fintech,0,"From housebuilders to toymakers, businesses say costs are rising",https://www.ft.com/content/f0bbed31-bea8-4542-b953-096762d2e59f
March 28 2021,Shipping,Fintech,0,Efforts reaching critical point if high tides and more dredging fail in next few days,https://www.ft.com/content/d452362c-b38d-4786-a2fb-14254df49dec
March 28 2021,Coronavirus economic impact,Fintech,0,Policymakers and analysts are revising up their Q1 GDP forecasts,https://www.ft.com/content/b9c22fa7-85af-468a-8228-4af53c6a687f
March 28 2021,The Week Ahead,Fintech,0,Start every week on the front foot with a preview of what’s on the global agenda,https://www.ft.com/content/1673d678-5281-4f30-afae-1a87fd0a8e87
March 28 2021,Edward Luce,Fintech,0,There is a striking gulf between his cautious approach abroad and radical domestic agenda,https://www.ft.com/content/0183dd21-ceca-4fb0-8f7e-56b1a55142cf
March 28 2021,Coronavirus economic impact,Fintech,0,Biden willing to push through spending package partly funded by tax without Republican support,https://www.ft.com/content/ea961958-50f7-4bf7-9792-bb0aea5ad106
March 28 2021,Container shipping,Fintech,0,Shipowners say gigantic vessels are more efficient but some may be starting to downsize,https://www.ft.com/content/3dc797d0-7268-49a4-b0b5-3d11479cbe7f
March 28 2021,Ruchir Sharma,Fintech,0,Past measures have arguably only helped Putin strengthen the country’s financial barricades,https://www.ft.com/content/8ba328f7-f002-439e-a19b-c0839b649dde
March 28 2021,European economy,Fintech,0,Industry battles for survival as slow vaccine rollout threatens to delay reopening,https://www.ft.com/content/8b0f0347-d715-4bab-bc55-a07ad4bcac49
March 28 2021,Market Questions,Fintech,0,Market Questions is the FT’s guide to the week ahead,https://www.ft.com/content/161feef9-9114-4e53-a0ff-587d235c110e
March 27 2021,Chinese business & finance,Fintech,0,"Manufacturers turn to ‘steel camels’ in face of shipping container shortages, high costs and delays",https://www.ft.com/content/8bcd9ded-b094-4562-8766-d7250ac4851b
March 27 2021,Data rich: the numbers behind corporate news,Fintech,0,Auto groups must adapt or play second fiddle to Silicon Valley giants in battle for semiconductor supplies,https://www.ft.com/content/37d9dc66-e4ee-4629-b791-af4d043ff0ff
March 26 2021,The Big Read,Fintech,0,Stuck container ship symbolises the problems many supply chains are facing after a year-long pandemic,https://www.ft.com/content/87cb4674-6db7-41cf-a82e-44b83eaa436c
March 26 2021,Martin Weale,Fintech,0,The success of the UK’s vaccine programme is reflected in our wellbeing but not in our national accounts,https://www.ft.com/content/12b12423-82d2-4bc6-8cac-feb543a98bb8
March 26 2021,FirstFT,Fintech,0,Your daily news briefing,https://www.ft.com/content/c0a46a56-ac95-484d-a709-dd60a74830db
March 26 2021,Semiconductors,Fintech,0,Chief of UK engineering conglomerate warns of disruption due to global shortage,https://www.ft.com/content/8fa8b2b6-13c1-4b5d-b716-1943aaef4e9f
March 26 2021,Simon Edelsten,Fintech,0,They may not be as fast a growth story as you think,https://www.ft.com/content/221fa5a3-6e95-4b25-9cca-363d714d4984
March 26 2021,Martin Wolf,Fintech,0,Growing worries about the return of a long-forgotten bugbear highlight increasing risks for savers,https://www.ft.com/content/6cfb36ca-d3ce-4dd3-b70d-eecc332ba1df
March 25 2021,UK trade,Fintech,0,Chances of catching ‘fast-track’ through Congress fade as Biden focuses on Airbus-Boeing dispute,https://www.ft.com/content/3bc5e883-0a05-4f4f-b46e-ece31c8683ec
March 25 2021,Climate change,Fintech,0,Ruling seen as vindication of Liberal party’s focus on climate despite opposition from some provinces,https://www.ft.com/content/077ba8f5-c2b1-4b97-a69d-416ad8aaee9c
March 25 2021,Britain after Brexit,Fintech,0,As UK and EU remain locked in trade talks businesses face legal limbo,https://www.ft.com/content/fcf9f738-9c01-49e5-81b0-f5c1e48b57c6
March 25 2021,South Africa,Fintech,0,Warning over slow return to pre-pandemic growth as peers lift rates to compete with rising US Treasury yields,https://www.ft.com/content/c3cf98ce-350c-4f57-a5f0-7f8859521a8c
March 25 2021,Shipping,Fintech,0,Prolonged shutdown of vital trade route risks severe disruption to supply chains,https://www.ft.com/content/31dbe2b9-3ff2-4bcc-a3e3-813600caeb49
March 25 2021,FirstFT,Fintech,0,Your daily news briefing,https://www.ft.com/content/936bbe19-60cf-470b-a17a-8915c7c09335
March 25 2021,Brendan Greeley,Fintech,0,"Perhaps it was the wind. But in hydrodynamics, size matters.",https://www.ft.com/content/171c92ec-0a44-4dc5-acab-81ee2620d3c1
March 25 2021,Trade Secrets,Fintech,0,EU’s proposed export restrictions may be legal but that doesn’t stop them being a bad idea,https://www.ft.com/content/dc999d61-8f35-47a9-a46a-60225963a08f
March 25 2021,Martin Sandbu,Fintech,0,A very small step has been made in the right direction,https://www.ft.com/content/a6f36ccb-4fa4-45c8-8dba-589ce3ba7602
March 25 2021,Lee Buchheit,Fintech,0,Creditors should allow debtors to discharge liabilities by backing environmental projects,https://www.ft.com/content/289a2570-f8f4-47e7-9004-36f1649f93d3
March 25 2021,FT News Briefing podcast,Fintech,0,The UK and EU have moved to calm tensions over access to coronavirus jabs,https://www.ft.com/content/8e4f8363-40c0-4afd-848d-3f3b7e8f2bdd
March 24 2021,UK trade,Fintech,0,"‘Mountains of red tape’ around EU trade threaten permanent damage, says industry body",https://www.ft.com/content/af02f9ca-5652-4ad2-9bbc-ce2bb7645153
March 24 2021,Chinese politics & policy,Fintech,0,Andrew Forrest warns populist politicians they are ‘sacrificing humanity and the environment’,https://www.ft.com/content/0c383558-7b49-43b8-8805-262e53d321c4
March 24 2021,US economy,Fintech,0,Fed chair dismisses fears that rise in long-term borrowing costs could hamper economic recovery,https://www.ft.com/content/b488f850-87a6-4e4b-b6ac-091ef21a1801
March 24 2021,Shipping,Fintech,0,Tailback of vessels threatens to disrupt global trade flows and worsen container shortage,https://www.ft.com/content/eec9f3a6-2817-45f5-b007-a290f3e530c6
March 24 2021,Covid-19 vaccines,Fintech,0,Company says 29m shots are awaiting quality approval before distribution to bloc and Covax,https://www.ft.com/content/48b28b7e-9161-47a4-9c37-cf89fea2bc12
March 24 2021,Supply chains,Fintech,0,"With so many glitches occurring, expect companies to order more supplies to ensure inventory cushions",https://www.ft.com/content/273433b1-6677-431a-8037-1fd9c62adf84
March 24 2021,Climate change,Fintech,0,Report on how policymakers can tackle climate risk highlights asset purchases and lending,https://www.ft.com/content/23fe7217-9b65-4bd3-aa75-768a1ee6c4d3
March 24 2021,FirstFT,Fintech,0,Your daily news briefing,https://www.ft.com/content/2484bb27-7c05-42e6-b7df-e0fc6cdd81a4
March 24 2021,Trade Secrets,Fintech,0,"National Security Council will become more prominent under Biden than Trump, though",https://www.ft.com/content/4faa4c1f-b562-4fbe-b3c0-498758f5fecd
March 24 2021,Megan Greene,Fintech,0,The currency’s turnround should boost US imports but have a negative impact on emerging markets,https://www.ft.com/content/590c6ed8-5fb7-4d34-ad93-da9e66649984
March 24 2021,The editorial board,Fintech,0,Retaliation by Beijing against EU officials puts investment deal in jeopardy,https://www.ft.com/content/bb8215e2-2332-41d7-b468-94018ffa7a63
March 24 2021,Supply chains,Fintech,0,Manufacturers hit by shortages as petrochemicals plants remain below capacity,https://www.ft.com/content/f15841b6-47c2-4fcc-98f6-15945a7fea84
March 24 2021,UK business & economy,Fintech,0,Businesses report recovery in activity ahead of easing of lockdown restrictions,https://www.ft.com/content/806288be-2c41-4750-8e68-c001546999a1
March 24 2021,,Fintech,0,Suez blockage; better buses; Tesla,https://www.ft.com/content/b7cd708b-20ef-4a95-a178-87941cd5a7dc
March 24 2021,Europe Express,Fintech,0,Brussels’ bureaucratic hurdles could buy time for de-escalation of Beijing spat,https://www.ft.com/content/521a3d3a-7d3f-4dff-913a-b33ebb58cf03
March 24 2021,EU trade,Fintech,0,Diplomatic escalation between Brussels and Beijing deepens uncertainty over treaty,https://www.ft.com/content/6b236a71-512e-4561-a73c-b1d69b7f486b
March 24 2021,The Big Read,Fintech,0,"At a time of shortages and superpower competition over new technology, the company is dominant in chip production",https://www.ft.com/content/05206915-fd73-4a3a-92a5-6760ce965bd9
March 24 2021,Lena Komileva,Fintech,0,New post-Covid normal is set to challenge policymakers,https://www.ft.com/content/6539cbc3-5238-4d89-8e62-85ef0762283f
March 24 2021,Rethinking Supply Chains,Fintech,0,"Semiconductor and automotive supply chains have shifted east, particularly to China",https://www.ft.com/content/2b0c172b-2de9-4011-bf40-f4242f4673cc
March 24 2021,Claire Jones,Fintech,0,"Vaccine nationalism, Brexit and US-China tensions reflect a political environment more hostile to global trade",https://www.ft.com/content/6458318f-deb8-48c4-8d79-d73acb3401e3
March 24 2021,Rethinking Supply Chains,Fintech,0,Manufacturers shrug off semiconductor setback despite pressure to bring production closer to home,https://www.ft.com/content/a6cf50c5-b6bf-4c7c-8752-8d21025ea52f
March 24 2021,FT News Briefing podcast,Fintech,0,The escalation of a diplomatic row between the EU and China could imperil a market-access deal,https://www.ft.com/content/766f9c18-8cb8-4e08-b59e-ab6c179fa02c
March 23 2021,Covid-19 vaccines,Fintech,0,Controls would allow Brussels to block shipments to countries not sharing production,https://www.ft.com/content/af80b61d-53d9-4128-b753-f579cccc525a
March 23 2021,US economy,Fintech,0,Treasury secretary says new revenues required to keep economy ‘competitive and productive’,https://www.ft.com/content/aa1b868e-758b-491d-be34-af357ce583ca
March 23 2021,Martin Wolf,Fintech,0,"The good news is growth is accelerating; the bad news is major economic, health and social risks remain",https://www.ft.com/content/cf2d5ad5-2b60-4398-a6d3-cbec8716d9ec
March 23 2021,Trade Secrets,Fintech,0,Economics should push Mercosur and Brussels to ratify deal but politics could prevent them,https://www.ft.com/content/e906b1b9-8749-467a-b445-36f2b0ee71de
March 23 2021,FirstFT,Fintech,0,Your daily news briefing,https://www.ft.com/content/31364c5d-8587-4318-acd9-de4258f87253
March 23 2021,The editorial board,Fintech,0,End of brief shift towards economic orthodoxy leaves Turkey vulnerable,https://www.ft.com/content/a3a2542f-0feb-4596-8357-30ab965697d6
March 23 2021,Turkish economy,Fintech,0,Erdogan’s move to oust Agbal after rate hike is latest in series of worrying decisions,https://www.ft.com/content/85b67aa1-258a-4ea6-b6b9-1ebbff014f25
March 23 2021,,Fintech,0,Mathias Cormann warns EU against carbon border levy that will have ‘implications’ for trade,https://www.ft.com/content/6adde5c7-ae73-417c-ae42-0972e07d4982
March 23 2021,Martin Sandbu,Fintech,0,European finance ministers have agreed not to withdraw support to economies prematurely,https://www.ft.com/content/038209ec-b453-4bd0-8523-7949e643bf80
March 23 2021,Coronavirus economic impact,Fintech,0,A sharp rebound in 2021 will not make up for the worst fall in output in 300 years,https://www.ft.com/content/ec7ba8d9-8319-4cb2-9173-a658d9d6736c
March 22 2021,UK politics & policy,Fintech,0,"Mark Sedwill says nations should co-operate to build resilient supply lines, not retreat behind borders",https://www.ft.com/content/06918adc-d142-4e92-946c-863f8101283d
March 22 2021,Technology sector,Fintech,0,The ‘Data and Technology Forum’ would help co-ordinate how member states tackle issues from AI to cyber security,https://www.ft.com/content/28891b9d-a301-40e6-8acc-59728ac8fcd8
March 22 2021,James Kynge,Fintech,0,China is moving to the forefront of global innovation but governments fear privacy breaches,https://www.ft.com/content/67970305-4f33-4a5f-a797-23336b7ee6af
March 22 2021,FirstFT,Fintech,0,Your daily news briefing,https://www.ft.com/content/70d64cca-9299-4f31-8b4b-1650dcc36c07
March 22 2021,Trade Secrets,Fintech,0,Are we about to see fresh controversy over a strong dollar?,https://www.ft.com/content/cf6e706c-7792-4b98-b48c-09a57df9e5cb
March 22 2021,Canadian Pacific Railway Ltd,Fintech,0,"Canadian Pacific takeover of Kansas City Southern will create single 20,000-mile network",https://www.ft.com/content/13d92e28-eac1-4139-b36f-823c40e6cd44
March 22 2021,Europe Express,Fintech,0,Bloc must negotiate complex relations with Beijing as US pressure for action grows,https://www.ft.com/content/30c912e1-7f46-4ed0-a413-c156e3240c94
March 22 2021,Supply chains,Fintech,0,Shipping industry warns that half of world’s sailors are from countries where vaccine rollout is slow,https://www.ft.com/content/72feaabd-5f94-40ad-9073-0178db969b23
March 22 2021,Coronavirus economic impact,Fintech,0,Statistics give inconsistent and potentially misleading signals at pivotal point in crisis,https://www.ft.com/content/3e0a81a9-85b3-47a6-a480-445407024899
March 21 2021,Coronavirus economic impact,Fintech,0,Rising infections and new lockdown measures prompt cuts to hopes for growth,https://www.ft.com/content/e818cea3-998f-4eef-ac0f-8f11894ac9af
March 21 2021,The Week Ahead,Fintech,0,Start every week on the front foot with a preview of what’s on the global agenda,https://www.ft.com/content/8043cc76-6aab-4f28-91bd-c0da335988ac
March 21 2021,Semiconductors,Fintech,0,Japanese company says shortages because of pandemic and Texas blackout could worsen for carmakers,https://www.ft.com/content/51762983-00bc-4017-aeab-12be802c3cc5
March 21 2021,Market Questions,Fintech,0,Market Questions is the FT’s guide to the week ahead,https://www.ft.com/content/ff11f527-e0a3-4498-89ee-e9d1ad29fc89
March 21 2021,Coronavirus economic impact,Fintech,0,Manufacturers hope US consumers will spend their portion of relief package on imported consumer goods,https://www.ft.com/content/2a9c82fd-6113-4b62-9ee2-d24a28212c62
March 20 2021,US-China relations,Fintech,0,Biden team continues confrontational Trump approach but does not rule out co-operation,https://www.ft.com/content/1ce4ef56-93c9-4347-82cd-05aea183b82f
March 20 2021,Federal Reserve,Fintech,0,Federal Reserve’s low-rate approach sharpens investor angst inflation will run too hot,https://www.ft.com/content/a70fa25c-d06c-46f9-b613-1ccb5aeaeb27
March 20 2021,Michael Mackenzie,Fintech,0,Strengthening economic recovery bolsters investments in dollar-based assets,https://www.ft.com/content/1510faa2-5b62-4651-9d46-2f4b106ced32
March 19 2021,The editorial board,Fintech,0,Investors are betting that loose monetary policy cannot last,https://www.ft.com/content/a9041dd8-9e5e-40e7-9949-0376877c15a1
March 19 2021,Coronavirus economic impact,Fintech,0,Agreement paves way for action to ‘ensure no country is left behind’ in the global recovery,https://www.ft.com/content/ec51e344-2b5f-4912-aa46-82800f7f4b42
March 19 2021,,Fintech,0,Join a discussion with the FT’s Martin Wolf and economists Anne Case and Tim Besley. For more go to ft.com/weekendfestival,https://www.youtube.com/watch?v=cRDlfL4E6-8
March 19 2021,Russia,Fintech,0,Central bank seeks to cool inflation as economy rebounds from Covid crisis,https://www.ft.com/content/0cf78a08-8b37-445d-93d0-b442d1cabf13
March 19 2021,Automobiles,Fintech,0,"Texas freeze hits supplies of airbags, seats and dashboards in threat to global car production",https://www.ft.com/content/4e43ece3-61fd-4ac1-b165-6e85113db2e8
March 19 2021,FirstFT,Fintech,0,Your daily news briefing,https://www.ft.com/content/a37285ed-f1b7-46a1-9645-7d2874f14de7
March 19 2021,US Inflation,Fintech,0,There’s a Wetherspoon effect in the price system.,https://www.ft.com/content/04d03ead-13f7-436e-a1ec-a766b950c19a
March 19 2021,The editorial board,Fintech,0,Coronavirus disruption has led to shortages of basic goods in rich countries,https://www.ft.com/content/5a443bbd-1c27-4419-9492-3806507e5718
March 19 2021,UK public finances,Fintech,0,Government needed £19bn to bridge gap between spending and income,https://www.ft.com/content/38f2bd83-a867-4a7e-b714-d71fba5e0c3b
March 19 2021,Japanese war on deflation,Fintech,0,Central bank opts for discretionary policy and scraps target for equity purchases,https://www.ft.com/content/2501fe67-2965-45c7-8b08-35494bd75f6f
March 19 2021,Claire Jones,Fintech,0,Even German manufacturers can’t bag a decent pay rise.,https://www.ft.com/content/b7d1ca3a-03e4-4f89-9780-d567bc8e3ab7
March 19 2021,US economy,Fintech,0,Central bank forecasts fastest growth since Reagan era but pandemic concerns weigh on longer-term outlook,https://www.ft.com/content/89afdc8b-5bea-4ad8-b235-48e68291c44b
March 19 2021,2021 — year of renewal,Fintech,0,"As we seek to recover from the pandemic, the former governor of the Bank of England offers four principles for a more equitable global economy",https://www.ft.com/content/85939eef-8427-49b6-9640-ea8f34a5fcf0
March 18 2021,Coronavirus economic impact,Fintech,0,"Planned reopening of economy, Budget support for workers and businesses, and vaccine rollout drive buoyant mood",https://www.ft.com/content/fe6f6a2b-7888-41f8-a45d-858c59b8cd2c
March 18 2021,Markets,Fintech,0,US 10-year Treasury yield reaches 14-month high as Fed forecasts reverberate,https://www.ft.com/content/55eb123d-b45e-4c30-a5e8-c026309cb482
March 18 2021,Nikkei Asia,Fintech,0,"In a few days, pineapple orders surpassed total cross-strait shipments in 2020",https://www.ft.com/content/87451c76-e1ee-41e1-ad70-6030ecf88bb8
March 18 2021,Covid-19 vaccines,Fintech,0,"Disruption and political damage from imposing controls could be ‘counterproductive’, bloc’s leaders warned",https://www.ft.com/content/773245da-900a-468e-aaf3-96ec8c43341f
March 18 2021,Climate change,Fintech,0,Preliminary results identify ‘a major source of systemic risk’,https://www.ft.com/content/7b734848-1287-4106-b866-7d07bc9d7eb8
March 18 2021,Britain after Brexit,Fintech,0,A ‘Swiss-style’ veterinary agreement would remove much of the red tape for UK food exporters at a stroke,https://www.ft.com/content/0862a631-3f33-4b76-b2be-461bcb6e10f8
March 18 2021,UK economic growth,Fintech,0,Central bank keeps interest rates at 0.1% and sees no medium-term inflation risk,https://www.ft.com/content/271a78c7-895a-45b6-92c3-e41cb3ed540f
